,Time,window1,window2
"Sat, 01/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30:00,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Sun, 02/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Mon, 03/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,1,1
,13:30,0,0
,14:30,0,1
,15:30,0,0
,16:30,0,0
,17:30,0,1
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Tue, 04/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,1
,13:30,0,1
,14:30,0,0
,15:30,0,1
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Wed, 05/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,1,0
,9:30,0,0
,10:30,0,1
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Thu, 06/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,1,1
,12:30,0,0
,13:30,0,1
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Fri, 07/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,1,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,1,0
,13:30,0,1
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Sat, 08/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Sun, 09/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Mon, 10/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,1,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Tue, 11/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,1
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,1,0
,14:30,0,0
,15:30,0,1
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Wed, 12/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,1,1
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,1,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Thu, 13/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,1
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,1
,13:30,1,1
,14:30,0,1
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,1,1
,19:30,1,1
,20:30,1,1
,21:30,1,1
,22:30,1,1
,23:30,1,1
"Fri, 14/Nov",0:30,1,1
,1:30,1,1
,2:30,1,1
,3:30,1,1
,4:30,1,1
,5:30,1,1
,6:30,1,1
,7:30,1,1
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,1
,13:30,1,1
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,1,1
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Sat, 15/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Sun, 16/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Mon, 17/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,1,0
,13:30,1,1
,14:30,1,1
,15:30,0,0
,16:30,0,1
,17:30,0,1
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Tue, 18/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,1,1
,11:30,1,1
,12:30,0,0
,13:30,0,0
,14:30,1,1
,15:30,1,1
,16:30,1,1
,17:30,1,1
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Wed, 19/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,1,0
,9:30,0,0
,10:30,0,0
,11:30,0,1
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,1,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Thu, 20/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,1,0
,18:30,1,1
,19:30,1,1
,20:30,1,1
,21:30,1,1
,22:30,1,1
,23:30,1,1
"Fri, 21/Nov",0:30,1,1
,1:30,1,1
,2:30,1,1
,3:30,1,1
,4:30,1,1
,5:30,1,1
,6:30,1,1
,7:30,1,1
,8:30,1,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,1
,19:30,0,1
,20:30,0,1
,21:30,0,1
,22:30,0,1
,23:30,0,1
"Sat, 22/Nov",0:30,0,1
,1:30,0,1
,2:30,0,1
,3:30,0,1
,4:30,0,1
,5:30,0,1
,6:30,0,1
,7:30,0,1
,8:30,0,1
,9:30,0,1
,10:30,0,1
,11:30,0,1
,12:30,0,1
,13:30,0,1
,14:30,0,1
,15:30,0,1
,16:30,0,1
,17:30,0,1
,18:30,0,1
,19:30,0,1
,20:30,0,1
,21:30,0,1
,22:30,0,1
,23:30,0,1
"Sun, 23/Nov",0:30,0,1
,1:30,0,1
,2:30,0,1
,3:30,0,1
,4:30,0,1
,5:30,0,1
,6:30,0,1
,7:30,0,1
,8:30,0,1
,9:30,0,1
,10:30,0,1
,11:30,0,1
,12:30,0,1
,13:30,0,1
,14:30,0,1
,15:30,0,1
,16:30,0,1
,17:30,0,1
,18:30,0,1
,19:30,0,1
,20:30,0,1
,21:30,0,1
,22:30,0,1
,23:30,0,1
"Mon, 24/Nov",0:30,0,1
,1:30,0,1
,2:30,0,1
,3:30,0,1
,4:30,0,1
,5:30,0,1
,6:30,0,1
,7:30,0,1
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,1,0
,12:30,1,1
,13:30,1,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,1,1
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Tue, 25/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,1,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Wed, 26/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,1
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,1
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Thu, 27/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,1,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,1,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Fri, 28/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Sat, 29/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
"Sun, 30/Nov",0:30,0,0
,1:30,0,0
,2:30,0,0
,3:30,0,0
,4:30,0,0
,5:30,0,0
,6:30,0,0
,7:30,0,0
,8:30,0,0
,9:30,0,0
,10:30,0,0
,11:30,0,0
,12:30,0,0
,13:30,0,0
,14:30,0,0
,15:30,0,0
,16:30,0,0
,17:30,0,0
,18:30,0,0
,19:30,0,0
,20:30,0,0
,21:30,0,0
,22:30,0,0
,23:30,0,0
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
,13:30,,
,14:30,,
,15:30,,
,16:30,,
,17:30,,
,18:30,,
,19:30,,
,20:30,,
,21:30,,
,22:30,,
,23:30,,
,0:30,,
,1:30,,
,2:30,,
,3:30,,
,4:30,,
,5:30,,
,6:30,,
,7:30,,
,8:30,,
,9:30,,
,10:30,,
,11:30,,
,12:30,,
